boyfriend_NOUN	парень_NOUN
gaelic_ADJ	гэльский_ADJ
distributor_NOUN	дистрибьютор_NOUN
exhibit_VERB	выставлять_VERB
trend_NOUN	тенденция_NOUN
inventor_NOUN	изобретатель_NOUN
chaos_NOUN	хаос_NOUN
bolivia_NOUN	боливии_NOUN
store_VERB	хранить_VERB
forget_VERB	забывать_VERB
wording_NOUN	формулировка_NOUN
girlfriend_NOUN	подружка_NOUN
secular_ADJ	светский_ADJ
girlfriend_NOUN	девушка_NOUN
latvia_NOUN	латвии_NOUN
console_NOUN	консоль_NOUN
adrian_ADJ	эдриена_ADJ
bailey_NOUN	бэйль_NOUN
skill_NOUN	мастерство_NOUN
personalitie_NOUN	личность_NOUN
acceptance_NOUN	признание_NOUN
observation_NOUN	наблюдение_NOUN
casey_NOUN	кэйси_NOUN
philippe_NOUN	филипп_NOUN
pound_NOUN	фунт_NOUN
substantially_ADV	существенно_ADV
climb_NOUN	восхождение_NOUN
lyon_NOUN	лион_NOUN
memphe_NOUN	мемфис_NOUN
stade_NOUN	стад_NOUN
educator_NOUN	воспитатель_NOUN
lecture_NOUN	лекция_NOUN
moderate_ADJ	умеренные_ADJ
separation_NOUN	разделение_NOUN
barely_ADV	едва_ADV
closest_ADJ	ближайший_ADJ
metre_NOUN	метр_NOUN
elimination_NOUN	ликвидация_NOUN
uncertain_ADJ	неопределять_ADJ
faction_NOUN	группировка_NOUN
diving_NOUN	дайвинг_NOUN
muscle_NOUN	мышца_NOUN
triangle_NOUN	треугольник_NOUN
thriller_NOUN	триллер_NOUN
kit_NOUN	кит_NOUN
boxer_NOUN	боксер_NOUN
sofia_NOUN	софия_NOUN
gather_VERB	собирать_VERB
derivative_NOUN	производная_NOUN
nobility_NOUN	благородство_NOUN
pump_NOUN	насос_NOUN
technological_ADJ	технологический_ADJ
tension_NOUN	напряженность_NOUN
description_NOUN	описание_NOUN
sociology_NOUN	социология_NOUN
demand_VERB	требовать_VERB
skill_NOUN	умение_NOUN
santo_NOUN	сантосать_NOUN
limestone_NOUN	известняк_NOUN
annies_NOUN	анний_NOUN
panther_NOUN	пантера_NOUN
bone_NOUN	кость_NOUN
berry_NOUN	берри_NOUN
mose_NOUN	мозес_NOUN
enzyme_NOUN	фермент_NOUN
auxiliary_NOUN	вспомогательный_NOUN
respect_ADJ	уважать_ADJ
rochester_NOUN	рочестер_NOUN
geneva_NOUN	женев_NOUN
evaluation_NOUN	оценка_NOUN
bach_NOUN	бах_NOUN
minneapolis_NOUN	миннеаполис_NOUN
check_VERB	проверять_VERB
terrain_NOUN	местность_NOUN
teenage_NOUN	подросток_NOUN
constructive_ADJ	конструктивный_ADJ
ruin_NOUN	руины_NOUN
karnataka_NOUN	карнатака_NOUN
technically_ADV	формально_ADV
hole_NOUN	дыра_NOUN
marion_NOUN	мэрион_NOUN
annies_NOUN	эннь_NOUN
migration_NOUN	миграция_NOUN
skill_NOUN	навык_NOUN
bassist_NOUN	басистый_NOUN
accident_NOUN	авария_NOUN
national_NOUN	гражданин_NOUN
michelle_NOUN	мишель_NOUN
monte_NOUN	монть_NOUN
prestigious_ADJ	престижный_ADJ
catalog_NOUN	каталог_NOUN
dot_NOUN	точка_NOUN
footage_NOUN	кадр_NOUN
adoption_NOUN	усыновление_NOUN
stamp_NOUN	марка_NOUN
absent_VERB	отсутствовать_VERB
richardson_NOUN	ричардсона_NOUN
stability_NOUN	стабильность_NOUN
naked_ADJ	голый_ADJ
capitol_NOUN	капитолий_NOUN
ahmad_NOUN	ахмед_NOUN
distant_ADJ	дальний_ADJ
equity_NOUN	равноправие_NOUN
audience_NOUN	аудитория_NOUN
julia_NOUN	юлить_NOUN
fairy_NOUN	фея_NOUN
viola_NOUN	виол_NOUN
equality_NOUN	равенство_NOUN
twin_NOUN	близнец_NOUN
tin_NOUN	тин_NOUN
mose_NOUN	моись_NOUN
armor_NOUN	доспехи_NOUN
delay_NOUN	задержка_NOUN
ton_NOUN	тон_NOUN
physically_ADV	физически_ADV
ton_NOUN	тонна_NOUN
physicist_NOUN	физик_NOUN
admit_VERB	признавать_VERB
civilization_NOUN	цивилизация_NOUN
garcía_NOUN	гарсиа_NOUN
pin_NOUN	пин_NOUN
preston_NOUN	престон_NOUN
notion_NOUN	понятие_NOUN
doug_NOUN	даг_NOUN
manuscript_NOUN	рукопись_NOUN
crop_NOUN	урожай_NOUN
eugene_NOUN	юджин_NOUN
pipe_NOUN	трубка_NOUN
jake_NOUN	джейка_NOUN
sail_NOUN	парус_NOUN
cinematography_NOUN	кинематография_NOUN
substance_NOUN	вещество_NOUN
darkness_NOUN	темнота_NOUN
attraction_NOUN	влечение_NOUN
developer_NOUN	разработчик_NOUN
ball_NOUN	мяч_NOUN
cognitive_ADJ	когнитивный_ADJ
diploma_NOUN	аттестат_NOUN
philosopher_NOUN	философ_NOUN
carroll_NOUN	кэрроллар_NOUN
midland_NOUN	мидлендс_NOUN
authorize_VERB	разрешать_VERB
measurement_NOUN	измерение_NOUN
answer_VERB	отвечать_VERB
creature_NOUN	существо_NOUN
cleaning_NOUN	очистка_NOUN
variable_NOUN	переменная_NOUN
sacrifice_NOUN	жертва_NOUN
kiev_NOUN	кий_NOUN
assumption_NOUN	предположение_NOUN
carol_NOUN	кэрол_NOUN
saxophone_NOUN	саксофон_NOUN
sequence_NOUN	последовательность_NOUN
flooding_NOUN	наводнение_NOUN
violate_VERB	нарушать_VERB
legally_ADV	законно_ADV
glory_NOUN	слава_NOUN
refugee_NOUN	беженец_NOUN
wrestler_NOUN	борец_NOUN
hit_VERB	бить_VERB
algeria_NOUN	алжира_NOUN
imply_VERB	подразумевать_VERB
healthcare_NOUN	здравоохранение_NOUN
hole_NOUN	отверстие_NOUN
segment_NOUN	сегмент_NOUN
sin_NOUN	грех_NOUN
circle_NOUN	окружность_NOUN
portrait_NOUN	портрет_NOUN
roller_NOUN	роллер_NOUN
luther_NOUN	лютер_NOUN
survival_NOUN	выживание_NOUN
earn_VERB	зарабатывать_VERB
witch_NOUN	ведьма_NOUN
penalty_NOUN	наказание_NOUN
chelsea_NOUN	челсь_NOUN
weird_ADJ	странный_ADJ
chicken_NOUN	курица_NOUN
refuge_NOUN	убежище_NOUN
deeply_ADV	глубоко_ADV
prototype_NOUN	прототип_NOUN
ball_NOUN	шарик_NOUN
tributary_NOUN	приток_NOUN
striker_NOUN	личинка_NOUN
vampire_NOUN	вампир_NOUN
trinidad_NOUN	тринидад_NOUN
rotation_NOUN	ротация_NOUN
kit_NOUN	комплект_NOUN
nat_NOUN	нет_NOUN
mistake_NOUN	ошибка_NOUN
monarch_NOUN	монарх_NOUN
marina_NOUN	марина_NOUN
emma_NOUN	эмм_NOUN
teeth_NOUN	зуб_NOUN
trustee_NOUN	попечитель_NOUN
leipzig_NOUN	лейпцигй_NOUN
scatter_VERB	разбрасывать_VERB
hood_NOUN	капот_NOUN
bailey_NOUN	бейль_NOUN
inch_NOUN	дюйм_NOUN
shelter_NOUN	убежище_NOUN
estimate_NOUN	смета_NOUN
everybody_PRON	все_PRON
conference_NOUN	конференция_NOUN
inspector_NOUN	инспектор_NOUN
layer_NOUN	слой_NOUN
manufacture_NOUN	производство_NOUN
bavaria_NOUN	бавария_NOUN
mixture_NOUN	смесь_NOUN
attract_NOUN	привлечение_NOUN
burn_VERB	сжигать_VERB
missile_NOUN	ракета_NOUN
castle_NOUN	замок_NOUN
airborne_NOUN	воздух_NOUN
love_VERB	обожать_VERB
sculpture_NOUN	скульптура_NOUN
prairie_NOUN	прерия_NOUN
larva_NOUN	личинка_NOUN
openly_ADV	открыто_ADV
brass_NOUN	брасс_NOUN
winston_NOUN	уинстон_NOUN
discography_NOUN	дискография_NOUN
steal_VERB	красть_VERB
fever_NOUN	жар_NOUN
convoy_NOUN	конвой_NOUN
pastor_NOUN	пастор_NOUN
apartment_NOUN	апартамент_NOUN
refuse_VERB	отказываться_VERB
suffolk_NOUN	саффолк_NOUN
scout_NOUN	скаут_NOUN
surname_NOUN	фамилия_NOUN
blade_NOUN	клинок_NOUN
administer_VERB	управлять_VERB
consider_VERB	считать_VERB
breast_NOUN	грудь_NOUN
innovative_ADJ	новаторский_ADJ
thame_NOUN	темз_NOUN
prepare_VERB	подготавливать_VERB
mess_NOUN	беспорядок_NOUN
hang_VERB	висеть_VERB
kumar_NOUN	кумар_NOUN
ruler_NOUN	правитель_NOUN
accounting_NOUN	учет_NOUN
cowboy_NOUN	ковбой_NOUN
escort_NOUN	сопровождение_NOUN
lawsuit_NOUN	иск_NOUN
nominat_NOUN	выдвижение_NOUN
hostile_NOUN	противник_NOUN
fitness_NOUN	фитнес_NOUN
portion_NOUN	порция_NOUN
tasmania_NOUN	тасмание_NOUN
ethic_NOUN	этика_NOUN
patriot_NOUN	патриот_NOUN
treasurer_NOUN	казначей_NOUN
valve_NOUN	клапан_NOUN
delay_VERB	задерживаться_VERB
disaster_NOUN	бедствие_NOUN
polar_ADJ	полярный_ADJ
automobile_NOUN	автомобиль_NOUN
quarter_NOUN	четверть_NOUN
generation_NOUN	поколение_NOUN
escort_NOUN	эскорт_NOUN
geology_NOUN	геология_NOUN
velocity_NOUN	скорость_NOUN
loading_NOUN	загрузка_NOUN
blog_NOUN	блог_NOUN
quit_VERB	бросать_VERB
trick_NOUN	фокус_NOUN
andré_NOUN	андро_NOUN
cherry_NOUN	черри_NOUN
anton_NOUN	антон_NOUN
deliberately_ADV	намеренно_ADV
moment_NOUN	момент_NOUN
fight_NOUN	бой_NOUN
nixon_NOUN	никсон_NOUN
privacy_NOUN	конфиденциальность_NOUN
foundation_NOUN	фонд_NOUN
mysterious_ADJ	таинственный_ADJ
dimension_NOUN	аспект_NOUN
unified_ADJ	единый_ADJ
diploma_NOUN	диплом_NOUN
push_VERB	толкнуть_VERB
angry_ADJ	злой_ADJ
trace_NOUN	след_NOUN
stage_VERB	устраивать_VERB
politically_ADV	политически_ADV
explore_VERB	изучать_VERB
fire_NOUN	увольнение_NOUN
leicester_NOUN	лестирать_NOUN
repeat_VERB	повторять_VERB
circle_NOUN	круг_NOUN
varietie_NOUN	разновидность_NOUN
sustainable_ADJ	устойчивый_ADJ
bag_NOUN	пакет_NOUN
edwin_NOUN	эдвина_NOUN
deposit_NOUN	вклад_NOUN
derek_NOUN	дерек_NOUN
ethiopia_NOUN	эфиопия_NOUN
tourist_NOUN	турист_NOUN
sudden_ADV	внезапно_ADV
drive_VERB	ехать_VERB
mutual_ADJ	взаимный_ADJ
colleague_NOUN	коллега_NOUN
catalina_NOUN	каталин_NOUN
intensity_NOUN	интенсивность_NOUN
goddess_NOUN	богиня_NOUN
barne_NOUN	барнс_NOUN
shoulder_NOUN	плечо_NOUN
consequence_NOUN	последствие_NOUN
desire_VERB	желать_VERB
mode_NOUN	режим_NOUN
learn_VERB	учиться_VERB
dress_VERB	одевать_VERB
warning_NOUN	предупреждение_NOUN
silence_NOUN	тишина_NOUN
lou_NOUN	л_NOUN
gather_VERB	собираться_VERB
holding_NOUN	запас_NOUN
jorge_NOUN	хорхй_NOUN
translator_NOUN	переводчик_NOUN
diet_NOUN	диета_NOUN
joy_NOUN	радость_NOUN
separately_ADV	отдельно_ADV
direction_NOUN	направление_NOUN
setting_NOUN	параметр_NOUN
zoo_NOUN	зоопарк_NOUN
parish_NOUN	приход_NOUN
dale_NOUN	дейл_NOUN
adoption_NOUN	принятие_NOUN
remarkable_ADJ	замечательный_ADJ
steal_VERB	украсть_VERB
format_NOUN	формат_NOUN
listen_VERB	послушать_VERB
tongue_NOUN	язык_NOUN
richard_NOUN	ричардс_NOUN
recruit_VERB	набирать_VERB
erik_NOUN	эрика_NOUN
mediation_NOUN	посредничество_NOUN
clergy_NOUN	духовенство_NOUN
synthesis_NOUN	обобщение_NOUN
disappear_VERB	исчезать_VERB
bicycle_NOUN	велосипед_NOUN
tuesday_NOUN	вторник_NOUN
afternoon_NOUN	день_NOUN
lunar_ADJ	лунный_ADJ
ping_NOUN	пин_NOUN
bag_NOUN	мешок_NOUN
lesson_NOUN	урок_NOUN
load_VERB	загружать_VERB
shoe_NOUN	ботинок_NOUN
patron_NOUN	покровитель_NOUN
reliability_NOUN	надежность_NOUN
thomson_NOUN	томсона_NOUN
innovative_ADJ	инновационный_ADJ
saxony_NOUN	саксония_NOUN
mask_NOUN	маска_NOUN
eighteen_NUM	восемнадцать_NUM
tough_ADJ	крутой_ADJ
synthesis_NOUN	синтез_NOUN
educator_NOUN	педагог_NOUN
soprano_ADV	сопрано_ADV
telecommunication_NOUN	телекоммуникация_NOUN
fiji_NOUN	фидж_NOUN
sec_NOUN	секунда_NOUN
assignment_NOUN	задание_NOUN
garcía_NOUN	гарсия_NOUN
tan_NOUN	тан_NOUN
interprete_VERB	толковать_VERB
silence_NOUN	молчание_NOUN
expell_VERB	высылать_VERB
workshop_NOUN	семинар_NOUN
andrew_NOUN	эндрюс_NOUN
caroline_NOUN	каролин_NOUN
faction_NOUN	фракция_NOUN
harder_ADJ	трудный_ADJ
hey_NOUN	наследник_NOUN
commitment_NOUN	приверженность_NOUN
convoy_NOUN	колонна_NOUN
magnitude_NOUN	масштаб_NOUN
kilometre_NOUN	километр_NOUN
cheshire_NOUN	чешир_NOUN
archaeology_NOUN	археология_NOUN
blade_NOUN	лезвие_NOUN
lens_NOUN	линза_NOUN
exception_NOUN	исключение_NOUN
horizontal_ADJ	горизонтальный_ADJ
floor_NOUN	пол_NOUN
curve_NOUN	кривая_NOUN
command_NOUN	команда_NOUN
wish_NOUN	желание_NOUN
verify_VERB	проверять_VERB
permanently_ADV	постоянно_ADV
impose_VERB	вводить_VERB
silva_NOUN	сильва_NOUN
terminology_NOUN	терминология_NOUN
uprising_NOUN	восстание_NOUN
burma_NOUN	бирма_NOUN
suite_NOUN	люкс_NOUN
duck_NOUN	утка_NOUN
judaism_NOUN	иудаизм_NOUN
henderson_NOUN	хендерсона_NOUN
cox_NOUN	кокс_NOUN
imply_VERB	предполагать_VERB
cent_NOUN	цент_NOUN
johnston_NOUN	джонстон_NOUN
technically_ADV	технически_ADV
keyboard_NOUN	клавиатура_NOUN
copa_NOUN	кубок_NOUN
dirty_ADJ	грязный_ADJ
bike_NOUN	байк_NOUN
andrea_NOUN	андре_NOUN
integrity_NOUN	целостность_NOUN
casey_NOUN	кейси_NOUN
assignment_NOUN	уступка_NOUN
clarify_VERB	уточнять_VERB
lisbon_NOUN	лиссабон_NOUN
judgement_NOUN	суждение_NOUN
birth_NOUN	рождение_NOUN
exploration_NOUN	разведка_NOUN
jin_NOUN	джин_NOUN
icon_NOUN	значок_NOUN
like_VERB	любить_VERB
thermal_ADJ	тепловой_ADJ
warrior_NOUN	воин_NOUN
mammal_NOUN	млекопитающее_NOUN
sad_ADJ	грустный_ADJ
crops_NOUN	посев_NOUN
bat_NOUN	бит_NOUN
jam_NOUN	джем_NOUN
cluster_NOUN	скопление_NOUN
jeffrey_NOUN	джеффри_NOUN
mohammad_NOUN	мухаммед_NOUN
healthy_ADJ	здоровый_ADJ
kenny_NOUN	кеннь_NOUN
sherman_NOUN	шерман_NOUN
resignation_NOUN	отставка_NOUN
chamber_NOUN	палата_NOUN
scale_NOUN	весы_NOUN
announcement_NOUN	объявление_NOUN
victory_NOUN	победа_NOUN
contract_NOUN	контракт_NOUN
kilometer_NOUN	километр_NOUN
crops_NOUN	культура_NOUN
burton_NOUN	бёртон_NOUN
elevate_VERB	повышенный_VERB
monk_NOUN	монах_NOUN
tactical_ADJ	тактический_ADJ
melody_NOUN	мелодия_NOUN
honest_ADJ	честный_ADJ
dinner_NOUN	обед_NOUN
sue_NOUN	сь_NOUN
predominantly_ADV	преимущественно_ADV
pole_NOUN	поляк_NOUN
coin_NOUN	монета_NOUN
disable_VERB	отключать_VERB
boarding_NOUN	посадка_NOUN
genesis_NOUN	бытие_NOUN
sara_NOUN	сар_NOUN
world_NOUN	мир_NOUN
burial_NOUN	захоронение_NOUN
julie_NOUN	жють_NOUN
casino_NOUN	казино_NOUN
surgeon_NOUN	хирург_NOUN
confirm_NOUN	подтверждение_NOUN
buddhism_NOUN	буддизм_NOUN
assumption_NOUN	допущение_NOUN
badge_NOUN	значок_NOUN
wireless_ADJ	беспроводный_ADJ
objection_NOUN	возражение_NOUN
nicola_NOUN	николя_NOUN
bread_NOUN	хлеб_NOUN
lover_NOUN	любовник_NOUN
confederation_NOUN	конфедерация_NOUN
operator_NOUN	оператор_NOUN
santo_NOUN	сант_NOUN
patrolling_NOUN	патрулирование_NOUN
determi_VERB	определять_VERB
burton_NOUN	бартон_NOUN
voltage_NOUN	напряжение_NOUN
rifle_NOUN	ружье_NOUN
encounter_VERB	возникать_VERB
ring_NOUN	кольцо_NOUN
telecommunication_NOUN	связь_NOUN
prompt_VERB	побудить_VERB
fever_NOUN	лихорадка_NOUN
tube_NOUN	труба_NOUN
trumpet_NOUN	труба_NOUN
convince_VERB	убеждать_VERB
divorce_NOUN	развод_NOUN
flute_NOUN	флейта_NOUN
windsor_NOUN	виндзор_NOUN
estimate_VERB	оценивать_VERB
joel_NOUN	джоэл_NOUN
spel_VERB	писаться_VERB
naturally_ADV	естественно_ADV
sick_ADJ	больной_ADJ
frances_NOUN	фрэнсис_NOUN
complaint_NOUN	жалоба_NOUN
pleasure_NOUN	наслаждение_NOUN
equality_NOUN	равноправие_NOUN
accident_NOUN	происшествие_NOUN
mohammad_NOUN	мохаммад_NOUN
shoe_NOUN	обувь_NOUN
nowhere_ADV	никуда_ADV
cyclone_NOUN	циклон_NOUN
hood_NOUN	гуд_NOUN
saxon_NOUN	саксон_NOUN
knee_NOUN	колено_NOUN
cheese_NOUN	сыр_NOUN
hydrogen_NOUN	водород_NOUN
dancer_NOUN	танцор_NOUN
prize_NOUN	приз_NOUN
geometry_NOUN	геометрия_NOUN
colombian_ADJ	колумбийский_ADJ
define_VERB	определять_VERB
algeria_NOUN	алжир_NOUN
rod_NOUN	стержень_NOUN
luxembourg_NOUN	люксембург_NOUN
harper_NOUN	харпер_NOUN
prepare_VERB	подготавливаться_VERB
configuration_NOUN	конфигурация_NOUN
deliver_VERB	доставлять_VERB
happen_VERB	происходить_VERB
comparable_ADJ	сопоставимый_ADJ
carefully_ADV	внимательно_ADV
ace_NOUN	аттосекунда_NOUN
excess_NOUN	излишек_NOUN
accomplish_VERB	выполнять_VERB
pregnant_ADJ	беременный_ADJ
fur_NOUN	мех_NOUN
quarterfinal_NOUN	четвертьфинал_NOUN
garage_NOUN	гараж_NOUN
grain_NOUN	зерно_NOUN
rainbow_NOUN	радуга_NOUN
bomb_NOUN	бомба_NOUN
precise_ADJ	точный_ADJ
armour_NOUN	доспехи_NOUN
farm_NOUN	ферма_NOUN
trailer_NOUN	прицеп_NOUN
runway_NOUN	полоса_NOUN
rape_NOUN	изнасилование_NOUN
counsel_NOUN	советник_NOUN
brad_NOUN	бред_NOUN
accordingly_ADV	соответственно_ADV
treasury_NOUN	казначейство_NOUN
sixteen_NUM	шестнадцать_NUM
rican_NOUN	рика_NOUN
robertson_NOUN	робертсон_NOUN
brad_NOUN	брэд_NOUN
monte_NOUN	монт_NOUN
publicity_NOUN	публичность_NOUN
worcester_NOUN	вустирать_NOUN
coordinate_NOUN	координата_NOUN
informal_ADJ	неофициальный_ADJ
promise_NOUN	обещание_NOUN
sacramento_NOUN	сакраменвать_NOUN
vale_NOUN	вейл_NOUN
cooperative_NOUN	кооператив_NOUN
proportion_NOUN	доля_NOUN
excessive_ADJ	чрезмерный_ADJ
afternoon_NOUN	полдень_NOUN
string_NOUN	строка_NOUN
gibson_NOUN	гибсона_NOUN
pub_NOUN	паб_NOUN
kurt_NOUN	курт_NOUN
excess_NOUN	избыток_NOUN
entity_NOUN	субъект_NOUN
morrison_NOUN	моррисон_NOUN
routine_NOUN	рутина_NOUN
rod_NOUN	род_NOUN
advisor_NOUN	советник_NOUN
cia_NOUN	цр_NOUN
acceptance_NOUN	принятие_NOUN
fake_NOUN	фальшивка_NOUN
sketch_NOUN	скетч_NOUN
canva_NOUN	холст_NOUN
trap_NOUN	ловушка_NOUN
hope_VERB	надеяться_VERB
julia_NOUN	юлий_NOUN
resume_VERB	возобновлять_VERB
blow_NOUN	удар_NOUN
placement_NOUN	размещение_NOUN
cannon_NOUN	пушка_NOUN
bow_NOUN	поклон_NOUN
newman_NOUN	ньюмывать_NOUN
planet_NOUN	планета_NOUN
trip_NOUN	поездка_NOUN
prevention_NOUN	предотвращение_NOUN
nowhere_ADV	нигде_ADV
motto_NOUN	девиз_NOUN
systematic_ADJ	систематический_ADJ
reasonably_ADV	разумно_ADV
harmony_NOUN	гармония_NOUN
connect_VERB	соединять_VERB
macedonia_NOUN	македония_NOUN
crawford_NOUN	кроуфорда_NOUN
consult_NOUN	консультирование_NOUN
consumer_NOUN	потребитель_NOUN
ferguson_NOUN	фергюсон_NOUN
motorcycle_NOUN	мотоцикл_NOUN
appreciate_VERB	оценивать_VERB
port_NOUN	порт_NOUN
diet_NOUN	рацион_NOUN
curtis_NOUN	кертис_NOUN
drive_NOUN	диск_NOUN
drake_NOUN	дрейк_NOUN
compatible_ADJ	совместимый_ADJ
montenegro_NOUN	черногория_NOUN
harder_ADJ	сложно_ADJ
fossil_NOUN	ископаемое_NOUN
herman_NOUN	герман_NOUN
pleasure_NOUN	удовольствие_NOUN
wish_NOUN	пожелание_NOUN
smoke_NOUN	дым_NOUN
cite_NOUN	ситосить_NOUN
rat_NOUN	крыса_NOUN
brandon_NOUN	брендон_NOUN
roman_NOUN	римлянин_NOUN
gibraltar_NOUN	гибралтарин_NOUN
guatemala_NOUN	гватемал_NOUN
intense_ADJ	интенсивный_ADJ
withdraw_VERB	отзывать_VERB
lynn_NOUN	линн_NOUN
penalty_NOUN	санкция_NOUN
carefully_ADV	тщательно_ADV
withdraw_VERB	снимать_VERB
tactics_NOUN	тактика_NOUN
submarine_NOUN	субмарина_NOUN
geological_ADJ	геологический_ADJ
inscription_NOUN	надпись_NOUN
screenplay_NOUN	сценарист_NOUN
magnitude_NOUN	величина_NOUN
skull_NOUN	череп_NOUN
diversity_NOUN	многообразие_NOUN
petition_NOUN	петиция_NOUN
playwright_NOUN	драматург_NOUN
graduate_NOUN	выпускник_NOUN
ludwig_NOUN	людвиг_NOUN
cabin_NOUN	домик_NOUN
treasure_NOUN	сокровище_NOUN
specimen_NOUN	образец_NOUN
jail_NOUN	тюрьма_NOUN
phrase_NOUN	фраза_NOUN
shirt_NOUN	рубашка_NOUN
ping_NOUN	пинг_NOUN
configuration_NOUN	настройка_NOUN
broader_ADJ	широко_ADJ
withdrawal_NOUN	вывод_NOUN
ace_NOUN	туз_NOUN
theatrical_ADJ	театральный_ADJ
privately_ADV	конфиденциально_ADV
prussia_NOUN	пруссия_NOUN
expell_VERB	исключать_VERB
airfield_NOUN	аэродром_NOUN
genre_NOUN	жанр_NOUN
carlo_NOUN	карло_NOUN
santo_NOUN	санвать_NOUN
jung_NOUN	чон_NOUN
revolt_NOUN	восстание_NOUN
miscellaneous_ADJ	прочий_ADJ
lebanese_ADJ	ливанский_ADJ
recall_VERB	напоминать_VERB
jungle_NOUN	джунгли_NOUN
plane_NOUN	самолет_NOUN
legally_ADV	юридически_ADV
joshua_NOUN	джошуа_NOUN
kitchen_NOUN	кухня_NOUN
abortion_NOUN	аборт_NOUN
miscellaneous_ADJ	разный_ADJ
hey_INTJ	эй_INTJ
casting_NOUN	кастинг_NOUN
princes_NOUN	принц_NOUN
verify_VERB	подтверждать_VERB
crash_VERB	разбиваться_VERB
priority_NOUN	приоритет_NOUN
estimate_NOUN	оценка_NOUN
grant_NOUN	грант_NOUN
slovak_NOUN	словацкая_NOUN
crown_VERB	коронован_VERB
pocket_NOUN	карман_NOUN
nearest_ADJ	ближайший_ADJ
ball_NOUN	шар_NOUN
spy_NOUN	шпион_NOUN
murder_NOUN	убийство_NOUN
researcher_NOUN	исследователь_NOUN
oriental_ADJ	восточный_ADJ
trailer_NOUN	трейлер_NOUN
passion_NOUN	страсть_NOUN
